12.3144	superkingdom	2	Bacteria	phylum	976	Bacteroidota	class	117743	Flavobacteriia	order	200644	Flavobacteriales	family	2975259	Parvicellaceae	genus	2975260	Parvicella	species	2829795	Parvicella tangerina
8.9653	superkingdom	2	Bacteria	phylum	1224	Pseudomonadota	class	28216	Betaproteobacteria	order	32003	Nitrosomonadales	family	206379	Nitrosomonadaceae	genus	914	Nitrosomonas	species	915	Nitrosomonas europaea
5.8061	superkingdom	2157	Archaea	phylum	28890	Euryarchaeota	class	224756	Methanomicrobia	order	2905377	Methanotrichales	family	143067	Methanotrichaceae	genus	2222	Methanothrix	species	2223	Methanothrix soehngenii
3.3803	superkingdom	2	Bacteria	phylum	1224	Pseudomonadota	class	1236	Gammaproteobacteria	order	91347	Enterobacterales	family	543	Enterobacteriaceae	genus	561	Escherichia	species	562	Escherichia coli
2.9212	superkingdom	2	Bacteria	phylum	1224	Pseudomonadota	class	28216	Betaproteobacteria	order	80840	Burkholderiales	family	80864	Comamonadaceae	genus	283	Comamonas	species	285	Comamonas testosteroni
2.8920	superkingdom	2	Bacteria	phylum	976	Bacteroidota	class	200643	Bacteroidia	order	171549	Bacteroidales	family	815	Bacteroidaceae	genus	816	Bacteroides	species	817	Bacteroides fragilis
2.5845	superkingdom	2	Bacteria	phylum	1224	Pseudomonadota	class	1236	Gammaproteobacteria	order	72274	Pseudomonadales	family	135621	Pseudomonadaceae	genus	286	Pseudomonas	species	287	Pseudomonas aeruginosa
2.4852	superkingdom	2	Bacteria	phylum	976	Bacteroidota	class	117743	Flavobacteriia	order	200644	Flavobacteriales	family	49546	Flavobacteriaceae	genus	237	Flavobacterium	species	986	Flavobacterium johnsoniae
2.4089	superkingdom	2	Bacteria	phylum	1239	Bacillota	class	91061	Bacilli	order	186826	Lactobacillales	family	81852	Enterococcaceae	genus	1350	Enterococcus	species	1351	Enterococcus faecalis
2.3548	superkingdom	2	Bacteria	phylum	1224	Pseudomonadota	class	1236	Gammaproteobacteria	order	91347	Enterobacterales	family	543	Enterobacteriaceae	genus	570	Klebsiella	species	573	Klebsiella pneumoniae
2.2040	superkingdom	2	Bacteria	phylum	201174	Actinomycetota	class	1760	Actinomycetes	order	85004	Bifidobacteriales	family	31953	Bifidobacteriaceae	genus	1678	Bifidobacterium	species	216816	Bifidobacterium longum
2.0250	superkingdom	2157	Archaea	phylum	651137	Nitrososphaerota	class	1643678	Nitrososphaeria	order	1033996	Nitrososphaerales	family	1033997	Nitrososphaeraceae	genus	497726	Nitrososphaera	species	1034015	Nitrososphaera viennensis
2.0148	superkingdom	2157	Archaea	phylum	28890	Euryarchaeota	class	224756	Methanomicrobia	order	2191	Methanomicrobiales	family	196137	Methanospirillaceae	genus	2202	Methanospirillum	species	2203	Methanospirillum hungatei
1.7683	superkingdom	2157	Archaea	phylum	28890	Euryarchaeota	class	224756	Methanomicrobia	order	94695	Methanosarcinales	family	2206	Methanosarcinaceae	genus	2207	Methanosarcina	species	2208	Methanosarcina barkeri
1.4419	superkingdom	2	Bacteria	phylum	1224	Pseudomonadota	class	1236	Gammaproteobacteria	order	2887326	Moraxellales	family	468	Moraxellaceae	genus	469	Acinetobacter	species	40214	Acinetobacter johnsonii
1.3816	superkingdom	2	Bacteria	phylum	29547	Campylobacterota	class	3031852	Epsilonproteobacteria	order	213849	Campylobacterales	family	2808963	Arcobacteraceae	genus	2321111	Aliarcobacter	species	28197	Aliarcobacter butzleri
1.3590	superkingdom	2	Bacteria	phylum	1239	Bacillota	class	186801	Clostridia	order	186802	Eubacteriales	family	31979	Clostridiaceae	genus	1485	Clostridium	species	1502	Clostridium perfringens
1.1415	superkingdom	2	Bacteria	phylum	200940	Thermodesulfobacteriota	class	3031449	Desulfovibrionia	order	213115	Desulfovibrionales	family	194924	Desulfovibrionaceae	genus	872	Desulfovibrio	species	881	Desulfovibrio vulgaris
1.0280	superkingdom	10239	Viruses	phylum	2732406	Kitrinoviricota	class	2732461	Alsuviricetes	order	2732544	Martellivirales	family	675071	Virgaviridae	genus	12234	Tobamovirus	species	12239	Pepper mild mottle virus
0.9361	superkingdom	2	Bacteria	phylum	1224	Pseudomonadota	class	28216	Betaproteobacteria	order	32003	Nitrosomonadales	family	2008793	Sterolibacteriaceae	genus	1054211	Sulfuritalea	species	748811	Sulfuritalea hydrogenivorans
0.8516	superkingdom	2	Bacteria	phylum	200940	Thermodesulfobacteriota	class	3031651	Desulfuromonadia	order	3031668	Geobacterales	family	213422	Geobacteraceae	genus	28231	Geobacter	species	35554	Geobacter sulfurreducens
0.8188	superkingdom	2	Bacteria	phylum	1224	Pseudomonadota	class	1236	Gammaproteobacteria	order	91347	Enterobacterales	family	543	Enterobacteriaceae	genus	590	Salmonella	species	28901	Salmonella enterica
0.8032	superkingdom	2	Bacteria	phylum	1224	Pseudomonadota	class	1236	Gammaproteobacteria	order	118969	Legionellales	family	444	Legionellaceae	genus	445	Legionella	species	446	Legionella pneumophila
0.7790	superkingdom	2157	Archaea	phylum	651137	Nitrososphaerota	class	1643678	Nitrososphaeria	order	31932	Nitrosopumilales	family	338190	Nitrosopumilaceae	genus	338191	Nitrosopumilus	species	338192	Nitrosopumilus maritimus
0.7210	superkingdom	10239	Viruses	phylum	2731618	Uroviricota	class	2731619	Caudoviricetes	order	Phikzvirus - no_f_rank - no_o_rank	Phikzvirus - no_f_rank - no_o_rank	family	Phikzvirus - no_f_rank	Phikzvirus - no_f_rank	genus	680115	Phikzvirus	species	169683	Phikzvirus phiKZ
0.5608	superkingdom	2	Bacteria	phylum	1224	Pseudomonadota	class	28211	Alphaproteobacteria	order	356	Hyphomicrobiales	family	41294	Nitrobacteraceae	genus	1073	Rhodopseudomonas	species	1076	Rhodopseudomonas palustris
0.5294	superkingdom	10239	Viruses	phylum	2731618	Uroviricota	class	2731619	Caudoviricetes	order	Straboviridae - no_o_rank	Straboviridae - no_o_rank	family	2946170	Straboviridae	genus	10663	Tequatrovirus	species	10665	Tequatrovirus T4
0.4969	superkingdom	2	Bacteria	phylum	1224	Pseudomonadota	class	28216	Betaproteobacteria	order	80840	Burkholderiales	family	80864	Comamonadaceae	genus	12916	Acidovorax	species	80878	Acidovorax temperans
0.4835	superkingdom	10239	Viruses	phylum	2732408	Pisuviricota	class	2732506	Pisoniviricetes	order	464095	Picornavirales	family	11974	Caliciviridae	genus	142786	Norovirus	species	11983	Norwalk virus
0.4408	superkingdom	10239	Viruses	phylum	2731618	Uroviricota	class	2731619	Caudoviricetes	order	Obolenskvirus - no_f_rank - no_o_rank	Obolenskvirus - no_f_rank - no_o_rank	family	Obolenskvirus - no_f_rank	Obolenskvirus - no_f_rank	genus	1915205	Obolenskvirus	species	1915209	Obolenskvirus AP22
0.3574	superkingdom	2	Bacteria	phylum	1224	Pseudomonadota	class	1236	Gammaproteobacteria	order	135619	Oceanospirillales	family	28256	Halomonadaceae	genus	2745	Halomonas	species	2746	Halomonas elongata
0.3419	superkingdom	2	Bacteria	phylum	201174	Actinomycetota	class	1760	Actinomycetes	order	85007	Mycobacteriales	family	85026	Gordoniaceae	genus	2053	Gordonia	species	2055	Gordonia terrae
0.3343	superkingdom	2	Bacteria	phylum	40117	Nitrospirota	class	203693	Nitrospiria	order	189778	Nitrospirales	family	189779	Nitrospiraceae	genus	1234	Nitrospira	species	2973512	Nitrospira tepida
0.3335	superkingdom	2	Bacteria	phylum	1239	Bacillota	class	186801	Clostridia	order	186802	Eubacteriales	family	216572	Oscillospiraceae	genus	216851	Faecalibacterium	species	853	Faecalibacterium prausnitzii
0.3274	superkingdom	10239	Viruses	phylum	2732008	Preplasmiviricota	class	2732529	Tectiliviricetes	order	2732559	Rowavirales	family	10508	Adenoviridae	genus	10509	Mastadenovirus	species	130309	Human mastadenovirus F
0.2425	superkingdom	2	Bacteria	phylum	201174	Actinomycetota	class	1760	Actinomycetes	order	85007	Mycobacteriales	family	1762	Mycobacteriaceae	genus	1763	Mycobacterium	species	1764	Mycobacterium avium
0.2268	superkingdom	2	Bacteria	phylum	1224	Pseudomonadota	class	28216	Betaproteobacteria	order	80840	Burkholderiales	family	2975441	Sphaerotilaceae	genus	88	Leptothrix	species	34029	Leptothrix cholodnii
0.2026	superkingdom	10239	Viruses	phylum	2732408	Pisuviricota	class	2732506	Pisoniviricetes	order	76804	Nidovirales	family	11118	Coronaviridae	genus	694002	Betacoronavirus	species	694009	Severe acute respiratory syndrome-related coronavirus
0.1832	superkingdom	10239	Viruses	phylum	2732408	Pisuviricota	class	2732506	Pisoniviricetes	order	464095	Picornavirales	family	11974	Caliciviridae	genus	95341	Sapovirus	species	95342	Sapporo virus
0.1715	superkingdom	2	Bacteria	phylum	203691	Spirochaetota	class	203692	Spirochaetia	order	136	Spirochaetales	family	2845253	Treponemataceae	genus	157	Treponema	species	158	Treponema denticola
0.1668	superkingdom	10239	Viruses	phylum	2732408	Pisuviricota	class	2732506	Pisoniviricetes	order	464095	Picornavirales	family	12058	Picornaviridae	genus	12059	Enterovirus	species	138951	Enterovirus D
0.1645	superkingdom	10239	Viruses	phylum	2732408	Pisuviricota	class	2732506	Pisoniviricetes	order	464095	Picornavirales	family	12058	Picornaviridae	genus	194960	Kobuvirus	species	72149	Aichivirus A
0.1431	superkingdom	10239	Viruses	phylum	2732415	Cossaviricota	class	2732421	Papovaviricetes	order	2732532	Sepolyvirales	family	151341	Polyomaviridae	genus	1891714	Betapolyomavirus	species	1891763	Betapolyomavirus secuhominis
0.1325	superkingdom	10239	Viruses	phylum	2732408	Pisuviricota	class	2732506	Pisoniviricetes	order	464095	Picornavirales	family	12058	Picornaviridae	genus	586418	Cosavirus	species	1330491	Cosavirus A
0.1306	superkingdom	10239	Viruses	phylum	2732408	Pisuviricota	class	2732506	Pisoniviricetes	order	464095	Picornavirales	family	12058	Picornaviridae	genus	12091	Hepatovirus	species	12092	Hepatovirus A
0.1135	superkingdom	2	Bacteria	phylum	1224	Pseudomonadota	class	28211	Alphaproteobacteria	order	204458	Caulobacterales	family	76892	Caulobacteraceae	genus	41275	Brevundimonas	species	293	Brevundimonas diminuta
0.0941	superkingdom	10239	Viruses	phylum	2732408	Pisuviricota	class	2732506	Pisoniviricetes	order	76804	Nidovirales	family	11118	Coronaviridae	genus	693996	Alphacoronavirus	species	11137	Human coronavirus 229E
0.0929	superkingdom	10239	Viruses	phylum	2497569	Negarnaviricota	class	2497574	Monjiviricetes	order	11157	Mononegavirales	family	11244	Pneumoviridae	genus	162387	Metapneumovirus	species	3048148	Metapneumovirus hominis
0.0868	superkingdom	10239	Viruses	phylum	2732408	Pisuviricota	class	2732506	Pisoniviricetes	order	464095	Picornavirales	family	12058	Picornaviridae	genus	12059	Enterovirus	species	138950	Enterovirus C
0.0829	superkingdom	10239	Viruses	phylum	2497569	Negarnaviricota	class	2497574	Monjiviricetes	order	11157	Mononegavirales	family	11158	Paramyxoviridae	genus	186938	Respirovirus	species	3049953	Respirovirus pneumoniae
0.0581	superkingdom	2	Bacteria	phylum	1239	Bacillota	class	186801	Clostridia	order	186802	Eubacteriales	family	216572	Oscillospiraceae	genus	216851	Faecalibacterium	species	2929488	Faecalibacterium sp. IP-1-18
0.0523	superkingdom	2	Bacteria	phylum	1224	Pseudomonadota	class	28216	Betaproteobacteria	order	206389	Rhodocyclales	family	2008794	Zoogloeaceae	genus	33057	Thauera	species	204461	Thauera sp. PIV-1
0.0507	superkingdom	10239	Viruses	phylum	2732408	Pisuviricota	class	2732506	Pisoniviricetes	order	76804	Nidovirales	family	11118	Coronaviridae	genus	694002	Betacoronavirus	species	694003	Betacoronavirus 1
0.0192	superkingdom	2	Bacteria	phylum	1224	Pseudomonadota	class	28211	Alphaproteobacteria	order	204458	Caulobacterales	family	76892	Caulobacteraceae	genus	41275	Brevundimonas	species	1325724	Brevundimonas vancanneytii
